HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Label,Answer.Severity,Answer.Stressor,Approve,Reject
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,3483FV8BEF7TMU5LMUGAO7RUM9S264,APSVUAAVJ5391,Approved,Thu Nov 14 20:37:52 PST 2019,Thu Nov 14 20:41:04 PST 2019,Mon Nov 18 20:41:04 PST 2019,Mon Nov 18 20:41:13 PST 2019,,,192,100% (1/1),100% (1/1),100% (1/1),Health or Physical Pain,5,I have a problem in my health,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,34BBWHLWHBZVRUYT2FE69HXOZBCWIC,A32QT2HQ3YX4SA,Approved,Fri Nov 15 17:16:06 PST 2019,Fri Nov 15 17:17:11 PST 2019,Tue Nov 19 17:17:11 PST 2019,Tue Nov 19 09:53:10 PST 2019,,,65,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,6,I have been stressing about home school this week and what lessons that need to be made!,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,34BBWHLWHBZVRUYT2FE69HXOZE8WIE,A37DGETOQU91UT,Approved,Sat Nov 16 16:00:51 PST 2019,Sat Nov 16 16:01:21 PST 2019,Wed Nov 20 16:01:21 PST 2019,Tue Nov 19 09:53:10 PST 2019,,,30,100% (2/2),100% (2/2),100% (2/2),Personal/Social Issues,6,a friendship,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,34FNN24DCNXN4BYEAWD055EZ5X2Y5Z,A1QY4AL4BFML8X,Approved,Fri Nov 15 16:13:34 PST 2019,Fri Nov 15 16:15:23 PST 2019,Tue Nov 19 16:15:23 PST 2019,Tue Nov 19 09:53:10 PST 2019,,,109,100% (1/1),100% (1/1),100% (1/1),Personal/Social Issues,3,Trying to get everyone where they need to be on time.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,34Q075JO1Y1RJY1A110FAN7YH0S01K,A2SKOPFTRTNFUY,Approved,Thu Nov 14 20:40:36 PST 2019,Thu Nov 14 20:41:23 PST 2019,Mon Nov 18 20:41:23 PST 2019,Mon Nov 18 20:42:13 PST 2019,,,47,100% (2/2),100% (2/2),100% (2/2),Financial Problem,6,Having enough money for the holidays/,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,34V1S5K3GTP4MEQK73VPYUZ8SG0690,A2ZYO0FHHESP4J,Approved,Fri Nov 15 06:03:09 PST 2019,Fri Nov 15 06:03:40 PST 2019,Tue Nov 19 06:03:40 PST 2019,Tue Nov 19 06:04:13 PST 2019,,,31,100% (2/2),100% (2/2),100% (2/2),Work/School Productivity,5,reports I need to finish at work,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,35BLDD71I7L47VNYC9XWNAH0OCWZVG,AC515PBP4645N,Approved,Fri Nov 15 07:47:50 PST 2019,Fri Nov 15 07:48:05 PST 2019,Tue Nov 19 07:48:05 PST 2019,Tue Nov 19 07:48:14 PST 2019,,,15,100% (4/4),100% (4/4),100% (4/4),Family Issues,5,Let me know how i can help,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,35H6S234SBOLLRO84DI8MEU66NL56I,A101QSMBMHY9SY,Approved,Fri Nov 15 19:16:46 PST 2019,Fri Nov 15 19:19:00 PST 2019,Tue Nov 19 19:19:00 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,134,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,4,My husband has been stressed at work because it always gets busier around the holidays.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,3634BBTX0PITG8CYCQ465TBO46OIFY,A2VYTR0UJ6ODLZ,Approved,Fri Nov 15 09:09:40 PST 2019,Fri Nov 15 09:10:40 PST 2019,Tue Nov 19 09:10:40 PST 2019,Tue Nov 19 09:11:13 PST 2019,,,60,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,6,I have a lot of projects due and not enough time.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,369J354OFEYJ1ODSL91ZQBLVWSW6GQ,A1O4W7F05T6HY0,Approved,Thu Nov 14 20:32:06 PST 2019,Thu Nov 14 20:32:54 PST 2019,Mon Nov 18 20:32:54 PST 2019,Mon Nov 18 20:33:13 PST 2019,,,48,100% (6/6),100% (4/4),100% (4/4),Work/School Productivity,6,Not being able to take a long vacation.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,36NEMU28XG1HNDOKNUCY1A45GG2MWG,A29HSEM1Q054MJ,Approved,Thu Nov 14 20:50:45 PST 2019,Thu Nov 14 20:51:23 PST 2019,Mon Nov 18 20:51:23 PST 2019,Mon Nov 18 20:52:13 PST 2019,,,38,100% (4/4),100% (4/4),100% (4/4),Financial Problem,7,I am not making enough money to support my family.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,36NEMU28XG1HNDOKNUCY1A45GG7MWL,A20JYV9UUSEB6E,Approved,Thu Nov 14 21:55:46 PST 2019,Thu Nov 14 21:56:31 PST 2019,Mon Nov 18 21:56:31 PST 2019,Mon Nov 18 21:57:13 PST 2019,,,45,100% (4/4),100% (4/4),100% (4/4),Financial Problem,8,"lack of work, Ive just been stuck in the house too long.",,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,36V4Q8R5ZLOC3GSYBLDS9LMJSGFMQ8,A2BD11QQOL41OI,Approved,Fri Nov 15 04:30:52 PST 2019,Fri Nov 15 04:31:48 PST 2019,Tue Nov 19 04:31:48 PST 2019,Tue Nov 19 04:32:13 PST 2019,,,56,100% (2/2),100% (1/1),100% (1/1),Financial Problem,8,"I've been trying to get enough money to buy a house, it's very difficult.",,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,374TNBHA8CJCXXHCUO133G9Q1QUYQB,A2CMO5HWAOR2JI,Approved,Fri Nov 15 04:51:11 PST 2019,Fri Nov 15 04:52:21 PST 2019,Tue Nov 19 04:52:21 PST 2019,Tue Nov 19 04:53:13 PST 2019,,,70,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,7,Alot of stress at work.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,374TNBHA8CJCXXHCUO133G9Q1TBQYQ,ACB8QHARLEEF6,Approved,Fri Nov 15 21:37:46 PST 2019,Fri Nov 15 21:39:36 PST 2019,Tue Nov 19 21:39:36 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,110,100% (1/1),100% (1/1),100% (1/1),Family Issues,6,My son stresses me out in the morning-he refuses to concentrate on getting ready and fre,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,379J5II41P430VK82IHDFRIG9AEEL3,A4I2L45KPZ1H8,Approved,Fri Nov 15 13:05:18 PST 2019,Fri Nov 15 13:07:01 PST 2019,Tue Nov 19 13:07:01 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,103,100% (2/2),100% (2/2),100% (2/2),Health or Physical Pain,9,What hasn't? Mostly a sick pet though. It hurts to see his pain.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,37U1UTWH9WAXUS5UUZS99TVT4XV8RA,A3S2P0WOQ6JRSP,Approved,Fri Nov 15 05:21:24 PST 2019,Fri Nov 15 05:22:09 PST 2019,Tue Nov 19 05:22:09 PST 2019,Tue Nov 19 05:22:13 PST 2019,,,45,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,2,My job all my boss does is yell at you even when your doing every right,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,37UQDCYH6YJLNLHSTE5DWQO1EOZ7VM,AD07S29ZUGNAK,Approved,Sat Nov 16 08:14:24 PST 2019,Sat Nov 16 08:15:57 PST 2019,Wed Nov 20 08:15:57 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,93,100% (1/1),100% (1/1),100% (1/1),Personal/Social Issues,6,Idk man I feel like my life has no direction.,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,37WLF8U1WQEO3A9BB0MEO3DO3CY6KK,A13VVLN78EXUP5,Approved,Fri Nov 15 10:53:25 PST 2019,Fri Nov 15 10:53:42 PST 2019,Tue Nov 19 10:53:42 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,17,100% (4/4),100% (4/4),100% (4/4),Financial Problem,6,My job has been stressing me out,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,38BQUHLA9XO9I4FIW8LOKGRJDFHOMM,A3GBJWH5359Z42,Approved,Fri Nov 15 07:44:31 PST 2019,Fri Nov 15 07:46:15 PST 2019,Tue Nov 19 07:46:15 PST 2019,Tue Nov 19 07:47:13 PST 2019,,,104,100% (1/1),100% (1/1),100% (1/1),Personal/Social Issues,6,My son challenging every thing he is ordered to do,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,392CY0QWG2FJISF9S98NEPEXFFII4B,A2XYG3MX5Q76ZS,Approved,Fri Nov 15 06:29:01 PST 2019,Fri Nov 15 06:30:39 PST 2019,Tue Nov 19 06:30:39 PST 2019,Tue Nov 19 06:31:13 PST 2019,,,98,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,6,"Work has bee rough, we are short staffed and busy.",,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,39KFRKBFIOJ9CL4WFB9ZEBEQMSJOY6,AHED54NOS25RY,Approved,Fri Nov 15 19:26:02 PST 2019,Fri Nov 15 19:28:49 PST 2019,Tue Nov 19 19:28:49 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,167,100% (1/1),100% (1/1),100% (1/1),Health or Physical Pain,7,I went to pick up medicine and my insurance was denied.  I tried to call the company,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,39LOEL67OTT5BQKSJ9RDRVSDYK7830,A345KU460HE06E,Approved,Fri Nov 15 08:35:57 PST 2019,Fri Nov 15 08:36:32 PST 2019,Tue Nov 19 08:36:32 PST 2019,Tue Nov 19 08:37:13 PST 2019,,,35,100% (3/3),100% (3/3),100% (3/3),Work/School Productivity,5,Trying to find a job,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,39N5ACM9HFBCWK8PMZUY4UQPNQ49PX,ATTOMFCVEJYSM,Approved,Sat Nov 16 11:37:47 PST 2019,Sat Nov 16 11:39:21 PST 2019,Wed Nov 20 11:39:21 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,94,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,3,work has been kinda crazy lately,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,3A1PQ49WVI52UY76Z970GF6F3LX1HY,A21PJS2V06OJRE,Approved,Fri Nov 15 19:23:18 PST 2019,Fri Nov 15 19:24:18 PST 2019,Tue Nov 19 19:24:18 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,60,100% (1/1),100% (1/1),100% (1/1),Family Issues,7,my building I was living in burned down...,,
3DQYSJDTYLZWD533QZFZ12ICA02XES,3WZIO7X3RN6CDJUA3MJUPYKC4H8AXM,Short Survey About Stress,Tell us about something that has been stressing you out recently,"survey, demographics, stress, mental health",$0.05,Thu Nov 14 19:14:58 PST 2019,200,BatchId:3836415;OriginalHitTemplateId:920937332;,300,345600,Sat Nov 16 19:14:58 PST 2019,,,3AAPLD8UCD533IJF1SRAMLPAV4EHTD,A3SR92821CH9B2,Approved,Fri Nov 15 16:52:45 PST 2019,Fri Nov 15 16:53:25 PST 2019,Tue Nov 19 16:53:25 PST 2019,Tue Nov 19 09:53:11 PST 2019,,,40,100% (1/1),100% (1/1),100% (1/1),Work/School Productivity,7,"Honestly, my job has been super stressful",,
